question_id,answer
HV-IC-0335,798
HV-IC-0336,92.50
HV-IC-0337,389000000
HV-IC-0338,629771836
HV-IC-0339,110
HV-IC-0340,157166667
HV-IC-0342,450694737
HV-IC-0343,3296200000
HV-IC-0344,342900000
HV-IC-0346,82.40
HV-IC-0347,83.33
HV-IC-0348,714500000
HV-IC-0349,240294737
HV-IC-0350,99.78
HV-IC-0351,898500000
HV-IC-0352,99.78
HV-IC-0356,864000000
HV-IC-0357,62.50
HV-IC-0361,78.18
HV-IC-0362,2293370196
HV-IC-0368,1339
HV-IC-0371,629771836
HV-IC-0373,58.00
HV-IC-0374,202266667
HV-IC-0376,1640400000
HV-IC-0377,1350500000
HV-IC-0380,5
HV-IC-0381,1033673040
HV-IC-0382,213836582
HV-IC-0385,88.90
HV-IC-0386,7548200000
HV-IC-0387,1680
HV-IC-0389,99.78
HV-IC-0390,304845395
HV-IC-0391,5222174
HV-IC-0392,307371878
HV-IC-0393,74257700
HV-IC-0394,47628436
HV-IC-0395,141252125
HV-IC-0396,258859089
HV-IC-0397,25044542
HV-IC-0398,83695139
HV-IC-0399,153615621
HV-IC-0400,5271022
HV-IC-0401,16960229
HV-IC-0402,137717817
HV-IC-0403,27766580
HV-IC-0404,7822
HV-IC-0405,122976053
HV-IC-0406,37740914
HV-IC-0407,181544012
HV-IC-0408,34124708
HV-IC-0409,61349923
HV-IC-0410,330010947
HV-IC-0411,3507654
HV-IC-0412,-13279236
HV-IC-0413,59384417
HV-IC-0414,315700000
HV-IC-0415,298900000
HV-IC-0416,129100000
HV-IC-0417,227200000
HV-IC-0418,652200000
HV-IC-0419,985600000
HV-IC-0420,893900000
HV-IC-0421,382500000
HV-IC-0422,977100000
HV-IC-0423,1201100000
HV-IC-0424,1196800000
HV-IC-0425,188500000
HV-IC-0426,77600000
HV-IC-0427,468200000
HV-IC-0428,8500000
HV-IC-0429,1586500000
HV-IC-0430,102100000
HV-IC-0431,410300000
HV-IC-0432,38000000
HV-IC-0434,422500000
HV-IC-0435,514500000
HV-IC-0436,369100000
HV-IC-0437,393800000
HV-IC-0438,372700000
HV-IC-0439,160800000
HV-IC-0440,278600000
HV-IC-0441,554700000
HV-IC-0442,256500000
HV-IC-0443,472200000
HV-IC-0444,17900000
HV-IC-0445,279700000
HV-IC-0447,550900000
HV-IC-0448,37600000
HV-IC-0449,187900000
HV-IC-0450,3878700000
HV-IC-0451,1701800000
HV-IC-0452,1116200000
HV-IC-0453,889700000
HV-IC-0454,194900000
HV-IC-0455,924900000
HV-IC-0456,885500000
HV-IC-0457,1666200000
HV-IC-0459,931900000
HV-IC-0460,659200000
HV-IC-0461,1324900000
HV-IC-0462,1122500000
HV-IC-0463,440500000
HV-IC-0464,114000001
HV-IC-0465,464000000
HV-IC-0466,462900000
HV-IC-0467,410300000
HV-IC-0468,1042700000
HV-IC-0469,245100000
HV-IC-0470,197200000
HV-IC-0471,218500000
HV-IC-0472,153300000
HV-IC-0473,525700000
HV-IC-0474,861300000
HV-IC-0475,83700000
HV-IC-0476,16699999
HV-IC-0477,181300000
