question_id,answer
HV-IC-0344,342900000
HV-IC-0346,0
HV-IC-0347,83.33
HV-IC-0348,714500000
HV-IC-0349,240294737
HV-IC-0350,0
HV-IC-0351,898500000
HV-IC-0352,0
HV-IC-0356,864000000
HV-IC-0357,62.50
HV-IC-0361,0
HV-IC-0362,0
HV-IC-0368,1
HV-IC-0371,0
HV-IC-0373,0
HV-IC-0374,202266667
HV-IC-0376,1640400000
HV-IC-0377,1350500000
HV-IC-0380,5
HV-IC-0381,0
HV-IC-0382,0
HV-IC-0385,0
HV-IC-0386,7548200000
HV-IC-0387,1
HV-IC-0389,0
HV-IC-0390,304845395
HV-IC-0391,5222174
HV-IC-0392,307371878
HV-IC-0393,74257700
HV-IC-0394,47628436
HV-IC-0395,141252125
HV-IC-0396,258859089
HV-IC-0397,25044542
HV-IC-0398,83695139
HV-IC-0399,153615621
HV-IC-0400,5271022
HV-IC-0401,16960229
HV-IC-0402,137717817
HV-IC-0403,27766580
HV-IC-0404,7822
HV-IC-0405,122976053
HV-IC-0406,37740914
HV-IC-0407,181544012
HV-IC-0408,34124708
HV-IC-0409,61349923
HV-IC-0410,330010947
HV-IC-0411,3507654
HV-IC-0412,-13279236
HV-IC-0413,59384417
HV-IC-0414,0
HV-IC-0415,0
HV-IC-0416,0
HV-IC-0417,0
HV-IC-0418,0
HV-IC-0419,0
HV-IC-0420,0
HV-IC-0421,0
HV-IC-0422,0
HV-IC-0423,0
HV-IC-0424,0
HV-IC-0425,0
HV-IC-0426,0
HV-IC-0427,0
HV-IC-0428,0
HV-IC-0429,0
HV-IC-0430,0
HV-IC-0431,0
HV-IC-0432,0
HV-IC-0434,0
HV-IC-0435,0
HV-IC-0436,0
HV-IC-0437,0
HV-IC-0438,0
HV-IC-0439,0
HV-IC-0440,0
HV-IC-0441,0
HV-IC-0442,0
HV-IC-0443,0
HV-IC-0444,0
HV-IC-0445,0
HV-IC-0447,0
HV-IC-0448,0
HV-IC-0449,0
HV-IC-0450,0
HV-IC-0451,0
HV-IC-0452,0
HV-IC-0453,0
HV-IC-0454,0
HV-IC-0455,0
HV-IC-0456,0
HV-IC-0457,0
HV-IC-0459,0
HV-IC-0460,0
HV-IC-0461,0
HV-IC-0462,0
HV-IC-0463,0
HV-IC-0464,0
HV-IC-0465,0
HV-IC-0466,0
HV-IC-0467,0
HV-IC-0468,0
HV-IC-0469,0
HV-IC-0470,0
HV-IC-0471,0
HV-IC-0472,0
HV-IC-0473,0
HV-IC-0474,0
HV-IC-0475,0
HV-IC-0476,0
HV-IC-0477,0
